match_id,match_date,kick_off,competition,season,home_team,away_team,home_score,away_score,match_status,match_status_360,last_updated,last_updated_360,metadata,match_week,competition_stage,stadium,referee,home_team_id,home_team_name,away_team_id,away_team_name
3749192,2003-11-30,15:00:00.000,"{'competition_id': 2, 'country_name': 'England', 'competition_name': 'Premier League'}","{'season_id': 44, 'season_name': '2003/2004'}","{'home_team_id': 1, 'home_team_name': 'Arsenal', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 68, 'name': 'England'}, 'managers': [{'id': 577, 'name': 'Arsène Wenger', 'nickname': None, 'dob': '1949-10-22', 'country': {'id': 78, 'name': 'France'}}]}","{'away_team_id': 55, 'away_team_name': 'Fulham', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 68, 'name': 'England'}, 'managers': [{'id': 403, 'name': 'Chris Coleman', 'nickname': 'Óscar Pareja', 'dob': '1970-06-10', 'country': {'id': 249, 'name': 'Wales'}}]}",0,0,available,scheduled,2020-08-30T07:13:01.092744,2021-06-13T16:17:31.694,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",14,"{'id': 1, 'name': 'Regular Season'}","{'id': 1000243, 'name': 'Arsenal Stadium', 'country': {'id': 68, 'name': 'England'}}",,1,Arsenal,55,Fulham
3749360,2003-12-14,15:00:00.000,"{'competition_id': 2, 'country_name': 'England', 'competition_name': 'Premier League'}","{'season_id': 44, 'season_name': '2003/2004'}","{'home_team_id': 1, 'home_team_name': 'Arsenal', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 68, 'name': 'England'}, 'managers': [{'id': 577, 'name': 'Arsène Wenger', 'nickname': None, 'dob': '1949-10-22', 'country': {'id': 78, 'name': 'France'}}]}","{'away_team_id': 98, 'away_team_name': 'Blackburn Rovers', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 68, 'name': 'England'}, 'managers': [{'id': 3548, 'name': 'Graeme Souness', 'nickname': None, 'dob': '1953-05-06', 'country': {'id': 201, 'name': 'Scotland'}}]}",1,0,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",16,"{'id': 1, 'name': 'Regular Season'}","{'id': 1000243, 'name': 'Arsenal Stadium', 'country': {'id': 68, 'name': 'England'}}",,1,Arsenal,98,Blackburn Rovers
3749453,2004-04-16,21:00:00.000,"{'competition_id': 2, 'country_name': 'England', 'competition_name': 'Premier League'}","{'season_id': 44, 'season_name': '2003/2004'}","{'home_team_id': 1, 'home_team_name': 'Arsenal', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 68, 'name': 'England'}, 'managers': [{'id': 577, 'name': 'Arsène Wenger', 'nickname': None, 'dob': '1949-10-22', 'country': {'id': 78, 'name': 'France'}}]}","{'away_team_id': 101, 'away_team_name': 'Leeds United', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 68, 'name': 'England'}, 'managers': [{'id': 3029, 'name': 'Eddie Gray', 'nickname': None, 'dob': '1948-01-17', 'country': {'id': 201, 'name': 'Scotland'}}]}",5,0,available,scheduled,2021-11-14T22:29:00.646120,2021-06-13T16:17:31.694,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",33,"{'id': 1, 'name': 'Regular Season'}","{'id': 1000243, 'name': 'Arsenal Stadium', 'country': {'id': 68, 'name': 'England'}}",,1,Arsenal,101,Leeds United
3749278,2003-12-20,16:00:00.000,"{'competition_id': 2, 'country_name': 'England', 'competition_name': 'Premier League'}","{'season_id': 44, 'season_name': '2003/2004'}","{'home_team_id': 328, 'home_team_name': 'Bolton Wanderers', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 68, 'name': 'England'}, 'managers': [{'id': 561, 'name': 'Sam Allardyce', 'nickname': None, 'dob': '1954-10-19', 'country': {'id': 68, 'name': 'England'}}]}","{'away_team_id': 1, 'away_team_name': 'Arsenal', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 68, 'name': 'England'}, 'managers': [{'id': 577, 'name': 'Arsène Wenger', 'nickname': None, 'dob': '1949-10-22', 'country': {'id': 78, 'name': 'France'}}]}",1,1,available,scheduled,2024-03-08T14:49:13.195793,2021-06-13T16:17:31.694,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",1,"{'id': 1, 'name': 'Regular Season'}","{'id': 4843, 'name': 'Toughsheet Community Stadium', 'country': {'id': 68, 'name': 'England'}}",,328,Bolton Wanderers,1,Arsenal
3749274,2004-05-04,21:00:00.000,"{'competition_id': 2, 'country_name': 'England', 'competition_name': 'Premier League'}","{'season_id': 44, 'season_name': '2003/2004'}","{'home_team_id': 105, 'home_team_name': 'Portsmouth', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 68, 'name': 'England'}, 'managers': [{'id': 749, 'name': 'Harry Redknapp', 'nickname': None, 'dob': '1947-03-02', 'country': {'id': 68, 'name': 'England'}}]}","{'away_team_id': 1, 'away_team_name': 'Arsenal', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 68, 'name': 'England'}, 'managers': [{'id': 577, 'name': 'Arsène Wenger', 'nickname': None, 'dob': '1949-10-22', 'country': {'id': 78, 'name': 'France'}}]}",1,1,available,processing,2023-02-18T13:47:23.881760,2021-06-12T16:17:31.694,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",2,"{'id': 1, 'name': 'Regular Season'}",,"{'id': 669, 'name': 'Michael Riley', 'country': {'id': 68, 'name': 'England'}}",105,Portsmouth,1,Arsenal
3749590,2003-12-06,16:00:00.000,"{'competition_id': 2, 'country_name': 'England', 'competition_name': 'Premier League'}","{'season_id': 44, 'season_name': '2003/2004'}","{'home_team_id': 22, 'home_team_name': 'Leicester City', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 68, 'name': 'England'}, 'managers': [{'id': 2974, 'name': 'Micky Adams', 'nickname': None, 'dob': '1961-11-08', 'country': {'id': 68, 'name': 'England'}}]}","{'away_team_id': 1, 'away_team_name': 'Arsenal', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 68, 'name': 'England'}, 'managers': [{'id': 577, 'name': 'Arsène Wenger', 'nickname': None, 'dob': '1949-10-22', 'country': {'id': 78, 'name': 'France'}}]}",1,1,available,processing,2023-03-11T10:52:12.579230,2021-06-12T16:17:31.694,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",1,"{'id': 1, 'name': 'Regular Season'}",,"{'id': 1008015, 'name': 'Robert Styles', 'country': {'id': 68, 'name': 'England'}}",22,Leicester City,1,Arsenal
3749631,2004-02-10,20:45:00.000,"{'competition_id': 2, 'country_name': 'England', 'competition_name': 'Premier League'}","{'season_id': 44, 'season_name': '2003/2004'}","{'home_team_id': 1, 'home_team_name': 'Arsenal', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 68, 'name': 'England'}, 'managers': [{'id': 577, 'name': 'Arsène Wenger', 'nickname': None, 'dob': '1949-10-22', 'country': {'id': 78, 'name': 'France'}}]}","{'away_team_id': 25, 'away_team_name': 'Southampton', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 68, 'name': 'England'}, 'managers': [{'id': 3722, 'name': 'Gordon Strachan', 'nickname': None, 'dob': '1957-02-09', 'country': {'id': 201, 'name': 'Scotland'}}]}",2,0,available,processing,2023-02-19T03:35:51.604001,2021-06-12T16:17:31.694,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",25,"{'id': 1, 'name': 'Regular Season'}",,"{'id': 1008017, 'name': 'Neale Barry', 'country': {'id': 68, 'name': 'England'}}",1,Arsenal,25,Southampton
3749117,2004-01-07,21:00:00.000,"{'competition_id': 2, 'country_name': 'England', 'competition_name': 'Premier League'}","{'season_id': 44, 'season_name': '2003/2004'}","{'home_team_id': 29, 'home_team_name': 'Everton', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 68, 'name': 'England'}, 'managers': [{'id': 86, 'name': 'David Moyes', 'nickname': None, 'dob': '1963-04-25', 'country': {'id': 201, 'name': 'Scotland'}}]}","{'away_team_id': 1, 'away_team_name': 'Arsenal', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 68, 'name': 'England'}, 'managers': [{'id': 577, 'name': 'Arsène Wenger', 'nickname': None, 'dob': '1949-10-22', 'country': {'id': 78, 'name': 'France'}}]}",1,1,available,processing,2023-02-16T02:31:12.543902,2021-06-12T16:17:31.694,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",2,"{'id': 1, 'name': 'Regular Season'}",,"{'id': 1008016, 'name': 'Alan Wiley', 'country': {'id': 68, 'name': 'England'}}",29,Everton,1,Arsenal
3749108,2003-08-27,20:45:00.000,"{'competition_id': 2, 'country_name': 'England', 'competition_name': 'Premier League'}","{'season_id': 44, 'season_name': '2003/2004'}","{'home_team_id': 1, 'home_team_name': 'Arsenal', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 68, 'name': 'England'}, 'managers': [{'id': 577, 'name': 'Arsène Wenger', 'nickname': None, 'dob': '1949-10-22', 'country': {'id': 78, 'name': 'France'}}]}","{'away_team_id': 59, 'away_team_name': 'Aston Villa', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 68, 'name': 'England'}, 'managers': [{'id': 6094, 'name': ""David O''Leary"", 'nickname': None, 'dob': '1958-05-02', 'country': {'id': 109, 'name': 'Ireland'}}]}",2,0,available,processing,2023-01-28T22:32:37.443603,2021-06-12T16:17:31.694,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",3,"{'id': 1, 'name': 'Regular Season'}",,,1,Arsenal,59,Aston Villa
3749153,2004-01-10,16:00:00.000,"{'competition_id': 2, 'country_name': 'England', 'competition_name': 'Premier League'}","{'season_id': 44, 'season_name': '2003/2004'}","{'home_team_id': 1, 'home_team_name': 'Arsenal', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 68, 'name': 'England'}, 'managers': [{'id': 577, 'name': 'Arsène Wenger', 'nickname': None, 'dob': '1949-10-22', 'country': {'id': 78, 'name': 'France'}}]}","{'away_team_id': 47, 'away_team_name': 'Middlesbrough', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 68, 'name': 'England'}, 'managers': [{'id': 40, 'name': 'Steve McClaren', 'nickname': None, 'dob': '1961-05-03', 'country': {'id': 68, 'name': 'England'}}]}",4,1,available,scheduled,2020-08-30T08:12:14.579037,2021-06-13T16:17:31.694,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",21,"{'id': 1, 'name': 'Regular Season'}","{'id': 1000243, 'name': 'Arsenal Stadium', 'country': {'id': 68, 'name': 'England'}}",,1,Arsenal,47,Middlesbrough
3749403,2004-03-20,16:00:00.000,"{'competition_id': 2, 'country_name': 'England', 'competition_name': 'Premier League'}","{'season_id': 44, 'season_name': '2003/2004'}","{'home_team_id': 1, 'home_team_name': 'Arsenal', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 68, 'name': 'England'}, 'managers': [{'id': 577, 'name': 'Arsène Wenger', 'nickname': None, 'dob': '1949-10-22', 'country': {'id': 78, 'name': 'France'}}]}","{'away_team_id': 328, 'away_team_name': 'Bolton Wanderers', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 68, 'name': 'England'}, 'managers': [{'id': 561, 'name': 'Sam Allardyce', 'nickname': None, 'dob': '1954-10-19', 'country': {'id': 68, 'name': 'England'}}]}",2,1,available,scheduled,2023-11-14T11:20:05.522660,2021-06-13T16:17:31.694,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",29,"{'id': 1, 'name': 'Regular Season'}","{'id': 1000243, 'name': 'Arsenal Stadium', 'country': {'id': 68, 'name': 'England'}}",,1,Arsenal,328,Bolton Wanderers
3749526,2003-10-26,13:00:00.000,"{'competition_id': 2, 'country_name': 'England', 'competition_name': 'Premier League'}","{'season_id': 44, 'season_name': '2003/2004'}","{'home_team_id': 75, 'home_team_name': 'Charlton Athletic', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 68, 'name': 'England'}, 'managers': [{'id': 3407, 'name': 'Alan Curbishley', 'nickname': None, 'dob': '1957-11-08', 'country': {'id': 68, 'name': 'England'}}]}","{'away_team_id': 1, 'away_team_name': 'Arsenal', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 68, 'name': 'England'}, 'managers': [{'id': 577, 'name': 'Arsène Wenger', 'nickname': None, 'dob': '1949-10-22', 'country': {'id': 78, 'name': 'France'}}]}",1,1,available,scheduled,2025-06-24T13:43:09.480373,2021-06-13T16:17:31.694,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",1,"{'id': 1, 'name': 'Regular Season'}","{'id': 31, 'name': 'The Valley', 'country': {'id': 68, 'name': 'England'}}",,75,Charlton Athletic,1,Arsenal
3749431,2004-04-11,17:05:00.000,"{'competition_id': 2, 'country_name': 'England', 'competition_name': 'Premier League'}","{'season_id': 44, 'season_name': '2003/2004'}","{'home_team_id': 37, 'home_team_name': 'Newcastle United', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 68, 'name': 'England'}, 'managers': [{'id': 3404, 'name': 'Bobby Robson', 'nickname': None, 'dob': '1933-02-18', 'country': {'id': 68, 'name': 'England'}}]}","{'away_team_id': 1, 'away_team_name': 'Arsenal', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 68, 'name': 'England'}, 'managers': [{'id': 577, 'name': 'Arsène Wenger', 'nickname': None, 'dob': '1949-10-22', 'country': {'id': 78, 'name': 'France'}}]}",0,0,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",2,"{'id': 1, 'name': 'Regular Season'}","{'id': 4674, 'name': ""St. James' Park"", 'country': {'id': 68, 'name': 'England'}}",,37,Newcastle United,1,Arsenal
